source,ref_annonce,date_scraped,type_bien,transaction,ville,prix,devise,prix_m2,surface_m2,nb_pieces,nb_chambres,nb_sdb,etage,etat,ascenseur,piscine,parking,agence,vendeur_type,date_publication,titre,url
almanzil.ma,appartement-a-vendre-de-89-m%c2%b2-4,2026-06-03 02:44,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #59,https://almanzil.ma/property/appartement-a-vendre-de-89-m%c2%b2-4/
almanzil.ma,duplex-a-vendre-de-92-m%c2%b2,2026-06-03 02:44,Villa,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #60,https://almanzil.ma/property/duplex-a-vendre-de-92-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-126-m%c2%b2-3,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #61,https://almanzil.ma/property/appartement-a-vendre-de-126-m%c2%b2-3/
almanzil.ma,appartement-a-vendre-de-81-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #62,https://almanzil.ma/property/appartement-a-vendre-de-81-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-134-m%c2%b2-dont-115-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #63,https://almanzil.ma/property/appartement-a-vendre-de-134-m%c2%b2-dont-115-m%c2%b2-habitables/
almanzil.ma,appartement-meuble-a-vendre-de-72-m%c2%b2-dont-69-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #64,https://almanzil.ma/property/appartement-meuble-a-vendre-de-72-m%c2%b2-dont-69-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-93-m%c2%b2-dont-63-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #65,https://almanzil.ma/property/appartement-a-vendre-de-93-m%c2%b2-dont-63-m%c2%b2-habitables/
almanzil.ma,appartement-a-vendre-de-62-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #66,https://almanzil.ma/property/appartement-a-vendre-de-62-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-70-m%c2%b2,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #67,https://almanzil.ma/property/appartement-a-vendre-de-70-m%c2%b2/
almanzil.ma,appartement-a-vendre-de-75-m%c2%b2-dont-70-m%c2%b2-habitables,2026-06-03 02:45,Appartement,vente,Maroc,Contact,MAD,,,,,,,,,,,Almanzil,professionnel,,Annonce Almanzil #68,https://almanzil.ma/property/appartement-a-vendre-de-75-m%c2%b2-dont-70-m%c2%b2-habitables/
